Chapter,Adjective,Narrator,Polarity,Subjectivity,Sentiment
1,possible,Victor Frankenstein,0.0,1.0,Neutral
1,fine,Victor Frankenstein,0.4166666666666667,0.5,Positive
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,human,Victor Frankenstein,0.0,0.1,Neutral
1,human,Victor Frankenstein,0.0,0.1,Neutral
1,human,Victor Frankenstein,0.0,0.1,Neutral
1,human,Victor Frankenstein,0.0,0.1,Neutral
1,vast,Victor Frankenstein,0.0,1.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,same,Victor Frankenstein,0.0,0.125,Neutral
1,same,Victor Frankenstein,0.0,0.125,Neutral
1,content,Victor Frankenstein,0.0,0.0,Neutral
1,content,Victor Frankenstein,0.0,0.0,Neutral
1,same,Victor Frankenstein,0.0,0.125,Neutral
1,same,Victor Frankenstein,0.0,0.125,Neutral
1,peaceful,Victor Frankenstein,0.25,0.5,Positive
1,peaceful,Victor Frankenstein,0.25,0.5,Positive
1,human,Victor Frankenstein,0.0,0.1,Neutral
1,human,Victor Frankenstein,0.0,0.1,Neutral
1,human,Victor Frankenstein,0.0,0.1,Neutral
1,human,Victor Frankenstein,0.0,0.1,Neutral
1,favourable,Victor Frankenstein,0.0,0.0,Neutral
1,only,Victor Frankenstein,0.0,1.0,Neutral
1,evil,Victor Frankenstein,-1.0,1.0,Negative
1,evil,Victor Frankenstein,-1.0,1.0,Negative
1,inconstant,Victor Frankenstein,0.0,0.0,Neutral
1,evil,Victor Frankenstein,-1.0,1.0,Negative
1,evil,Victor Frankenstein,-1.0,1.0,Negative
1,strange,Victor Frankenstein,-0.05,0.15,Negative
1,strange,Victor Frankenstein,-0.05,0.15,Negative
1,filthy,Victor Frankenstein,-0.8,1.0,Negative
1,small,Victor Frankenstein,-0.25,0.4,Negative
1,small,Victor Frankenstein,-0.25,0.4,Negative
1,harmless,Victor Frankenstein,0.0,0.0,Neutral
1,harmless,Victor Frankenstein,0.0,0.0,Neutral
1,wider,Victor Frankenstein,0.0,0.0,Neutral
1,ignorant,Victor Frankenstein,0.0,0.0,Neutral
1,equal,Victor Frankenstein,0.0,0.25,Neutral
1,sensitive,Victor Frankenstein,0.1,0.9,Positive
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,subsequent,Victor Frankenstein,0.0,0.05,Neutral
1,inaccessible,Victor Frankenstein,0.0,0.0,Neutral
1,vain,Victor Frankenstein,0.0,0.0,Neutral
1,long,Victor Frankenstein,-0.05,0.4,Negative
1,due,Victor Frankenstein,-0.125,0.375,Negative
1,solemn,Victor Frankenstein,0.0,0.0,Neutral
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,blue,Victor Frankenstein,0.0,0.1,Neutral
1,unutterable,Victor Frankenstein,0.0,0.0,Neutral
1,ready,Victor Frankenstein,0.2,0.5,Positive
1,fearful,Victor Frankenstein,-0.9,1.0,Negative
1,greater,Victor Frankenstein,0.5,0.5,Positive
1,whole,Victor Frankenstein,0.2,0.4,Positive
1,whole,Victor Frankenstein,0.2,0.4,Positive
1,heavy,Victor Frankenstein,-0.2,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,advanced,Victor Frankenstein,0.4,0.6,Positive
1,dark,Victor Frankenstein,-0.15,0.4,Negative
1,broken,Victor Frankenstein,-0.4,0.4,Negative
1,wonderful,Victor Frankenstein,1.0,1.0,Positive
1,strange,Victor Frankenstein,-0.05,0.15,Negative
1,strange,Victor Frankenstein,-0.05,0.15,Negative
1,about,Victor Frankenstein,0.0,0.0,Neutral
1,wild,Victor Frankenstein,0.1,0.4,Positive
1,wild,Victor Frankenstein,0.1,0.4,Positive
1,miserable,Victor Frankenstein,-1.0,1.0,Negative
1,miserable,Victor Frankenstein,-1.0,1.0,Negative
1,miserable,Victor Frankenstein,-1.0,1.0,Negative
1,eternal,Victor Frankenstein,0.0,0.0,Neutral
1,dull,Victor Frankenstein,-0.2916666666666667,0.5,Negative
1,ugly,Victor Frankenstein,-0.7,1.0,Negative
1,own,Victor Frankenstein,0.6,1.0,Positive
1,own,Victor Frankenstein,0.6,1.0,Positive
1,own,Victor Frankenstein,0.6,1.0,Positive
1,wild,Victor Frankenstein,0.1,0.4,Positive
1,wild,Victor Frankenstein,0.1,0.4,Positive
1,intense,Victor Frankenstein,0.2,1.0,Positive
1,more,Victor Frankenstein,0.5,0.5,Positive
1,more,Victor Frankenstein,0.5,0.5,Positive
1,most,Victor Frankenstein,0.5,0.5,Positive
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
