Chapter,Adjective,Narrator,Polarity,Subjectivity,Sentiment
1,unfortunate,Victor Frankenstein,-0.5,1.0,Negative
1,unfortunate,Victor Frankenstein,-0.5,1.0,Negative
1,unfortunate,Victor Frankenstein,-0.5,1.0,Negative
1,unfortunate,Victor Frankenstein,-0.5,1.0,Negative
1,unfortunate,Victor Frankenstein,-0.5,1.0,Negative
1,unfortunate,Victor Frankenstein,-0.5,1.0,Negative
1,unfortunate,Victor Frankenstein,-0.5,1.0,Negative
1,unfortunate,Victor Frankenstein,-0.5,1.0,Negative
1,unfortunate,Victor Frankenstein,-0.5,1.0,Negative
1,unfortunate,Victor Frankenstein,-0.5,1.0,Negative
1,unfortunate,Victor Frankenstein,-0.5,1.0,Negative
1,false,Victor Frankenstein,-0.4000000000000001,0.6,Negative
1,false,Victor Frankenstein,-0.4000000000000001,0.6,Negative
1,false,Victor Frankenstein,-0.4000000000000001,0.6,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,worthy,Victor Frankenstein,0.3333333333333333,1.0,Positive
1,worthy,Victor Frankenstein,0.3333333333333333,1.0,Positive
1,worthy,Victor Frankenstein,0.3333333333333333,1.0,Positive
1,worthy,Victor Frankenstein,0.3333333333333333,1.0,Positive
1,effectual,Victor Frankenstein,0.0,0.0,Neutral
1,mean,Victor Frankenstein,-0.3125,0.6875,Negative
1,mean,Victor Frankenstein,-0.3125,0.6875,Negative
1,small,Victor Frankenstein,-0.25,0.4,Negative
1,small,Victor Frankenstein,-0.25,0.4,Negative
1,small,Victor Frankenstein,-0.25,0.4,Negative
1,small,Victor Frankenstein,-0.25,0.4,Negative
1,small,Victor Frankenstein,-0.25,0.4,Negative
1,small,Victor Frankenstein,-0.25,0.4,Negative
1,small,Victor Frankenstein,-0.25,0.4,Negative
1,small,Victor Frankenstein,-0.25,0.4,Negative
1,small,Victor Frankenstein,-0.25,0.4,Negative
1,small,Victor Frankenstein,-0.25,0.4,Negative
1,small,Victor Frankenstein,-0.25,0.4,Negative
1,small,Victor Frankenstein,-0.25,0.4,Negative
1,small,Victor Frankenstein,-0.25,0.4,Negative
1,small,Victor Frankenstein,-0.25,0.4,Negative
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,respectable,Victor Frankenstein,0.5,0.5,Positive
1,deep,Victor Frankenstein,0.0,0.4,Neutral
1,deep,Victor Frankenstein,0.0,0.4,Neutral
1,deep,Victor Frankenstein,0.0,0.4,Neutral
1,deep,Victor Frankenstein,0.0,0.4,Neutral
1,deep,Victor Frankenstein,0.0,0.4,Neutral
1,deep,Victor Frankenstein,0.0,0.4,Neutral
1,deep,Victor Frankenstein,0.0,0.4,Neutral
1,deep,Victor Frankenstein,0.0,0.4,Neutral
1,deep,Victor Frankenstein,0.0,0.4,Neutral
1,deep,Victor Frankenstein,0.0,0.4,Neutral
1,deep,Victor Frankenstein,0.0,0.4,Neutral
1,deep,Victor Frankenstein,0.0,0.4,Neutral
1,deep,Victor Frankenstein,0.0,0.4,Neutral
1,deep,Victor Frankenstein,0.0,0.4,Neutral
1,deep,Victor Frankenstein,0.0,0.4,Neutral
1,deep,Victor Frankenstein,0.0,0.4,Neutral
1,fast,Victor Frankenstein,0.2,0.6,Positive
1,incapable,Victor Frankenstein,0.0,0.0,Neutral
1,incapable,Victor Frankenstein,0.0,0.0,Neutral
1,incapable,Victor Frankenstein,0.0,0.0,Neutral
1,incapable,Victor Frankenstein,0.0,0.0,Neutral
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,greatest,Victor Frankenstein,1.0,1.0,Positive
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,little,Victor Frankenstein,-0.1875,0.5,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,other,Victor Frankenstein,-0.125,0.375,Negative
1,uncommon,Victor Frankenstein,0.8,1.0,Positive
1,uncommon,Victor Frankenstein,0.8,1.0,Positive
1,plain,Victor Frankenstein,-0.21428571428571427,0.35714285714285715,Negative
1,plain,Victor Frankenstein,-0.21428571428571427,0.35714285714285715,Negative
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,various,Victor Frankenstein,0.0,0.5,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
1,sufficient,Victor Frankenstein,0.0,0.0,Neutral
